RCDTS,Report,School Name_x,District Name_x,School EntityID,School Type_x,#Dist Entity ID,ISBE Region,ROE Area,CohortYear,Tier,ROE Name,Participating?,NCESID,ROE_x,Type,School Name_y,District Name_y,City,County,District Type,District Size,School Type_y,Grades Served,Avg Class Size - All Grades,Summative Designation,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,% 8th Grade Passing Algebra 1,Student Attendance Rate,Student Mobility Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,High School 4-Year Graduation Rate - Total,Avg Class Size - All Grades.1,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Total Teacher FTE,Avg Teaching Exp,% Novice Teachers,Teacher Retention Rate,Teacher Attendace Rate,Teacher Evaluation Rate,Principal Turnover within 6 Years,Teacher Avg Salary,Admin Avg Salary,Five Essential Survey Effective Leaders,Five Essential Survey Leaders Level,Five Essential Survey Collaborative Teachers,Five Essential Survey Collaborative Teachers Level,Five Essential Survey Involved Families,Five Essential Survey Involved Families Level,Five Essential Survey Supportive Environment,Five Essential Survey Supportive Environment Level,Five Essential Survey Ambitious Instruction,Five Essential Survey Ambitious Instruction Level,Climate Survey Student Response Rate,Climate Survey Teacher Response Rate,# ELA Proficiency,# ELA Student Participation,# Math Proficiency,# Math Participation Total Student,ELA Growth Percentile - Total,Math Growth Percentile,# Science Proficiency,# Science Student Participation,% Science Proficiency,# 9th Grade on Track,% 9th Grade on Track,Chronic Absenteeism,# Students with Discipline Incidents,# Discipline Incidents,# Discipline Incidents - Expulsion: Received Educational Srvcs,# Discipline Incidents - Expulsion: Did not Receive Educational Srvcs,# Discipline Incidents - In-school Suspension,# Discipline Incidents - Out-of-School Suspension,# Discipline Incidents - Removal,State Name [Public School] Latest available year,School Name [Public School] 2021-22,StateID,ParticipatingSchools,Agency Name [Public School] 2021-22,Agency ID - NCES Assigned [Public School] Latest available year,Locale [Public School] 2021-22,Locale,FRL_percent,Female_percent,American Indian/Alaska Native Students [Public School] 2021-22,Asian or Asian/Pacific Islander Students [Public School] 2021-22,Hispanic Students [Public School] 2021-22,Black or African American Students [Public School] 2021-22,White Students [Public School] 2021-22,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22,Two or More Races Students [Public School] 2021-22,Pupil/Teacher Ratio [Public School] 2021-22,School size,Title I School Status [Public School] 2021-22,State School ID [Public School] 2021-22,State Agency ID [Public School] 2021-22,National School Lunch Program [Public School] 2021-22,Free and Reduced Lunch Students [Public School] 2021-22,Male Students [Public School] 2021-22,Female Students [Public School] 2021-22,American Indian/Alaska Native Students [Public School] 2021-22.1,Asian or Asian/Pacific Islander Students [Public School] 2021-22.1,Hispanic Students [Public School] 2021-22.1,Black or African American Students [Public School] 2021-22.1,White Students [Public School] 2021-22.1,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22.1,Two or More Races Students [Public School] 2021-22.1,Total Race/Ethnicity [Public School] 2021-22,teacher_count,Pupil/Teacher Ratio [Public School] 2021-22.1,School Level (SY 2017-18 onward) [Public School] 2021-22,Lowest Grade Offered [Public School] 2021-22,Highest Grade Offered [Public School] 2021-22,ROE_y,ROE_AREA,ROE_AREA_Name,school_id,School Name,student_response_rate,teacher_response_rate,student_n,teacher_n,cdis1,colb,colr,inf3,innv,ins3,pgmc,pnfl,prt4,prti,qpd2,refd,scmt,sdis,socz,trpa,trpr,trte,tsaf,uexp,acno,clar,engg,engl,futr,humr,math,peer,perc,pres,prs2,rigr,safe1,scie,slap,stdy,trts,leaders,teachers,families,environment,instruction,5essentials_overall_score,net5e
41012050252086,Rockford Environmental Science Academy- Rockford SD 205,Rockford Environmental Science Academy,Rockford SD 205,9510,Middle/Jr. High,9456,4,2,2023,ISI/RNA,Northwest,41012050252086,173451003397.0,4.0,School,Rockford Envrnmntl Science Acad,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,ELEMENTARY,6 - 8,21.3,Intensive,1038.0,12.9,17.4,63.9,1.6,,,3.8,16.0,14.2,53.0,75.2,3.9,24.5,86.9,14.4,639.0,56.1,,,24.0,3.0,,,,,84.9,,,1.0,,,37.0,2.0,38.0,2.0,26.0,2.0,23.0,2.0,43.0,3.0,55.1,57.1,53.0,1013.0,14.0,1014.0,42.4,38.4,54.0,350.0,16.4,,,51.0,354,1136,3,,785,305,43,Illinois,Rockford Envrnmntl Science Acad,41012050252086,1,Rockford SD 205,1734510,12-City: Mid-size,1,0.5262206148282098,0.4475587703435805,0.0027124773960217,0.018083182640144666,0.5985533453887885,0.19710669077757687,0.1437613019891501,,0.039783001808318265,15.07,1106,5-Title I schoolwide school,IL-04-101-2050-25-0410120502086,IL-04-101-2050-25,No,582,611,495,3,20,662,218,159,–,44,1106,73.41,15.07,Middle,6th Grade,8th Grade,4,2.0,Northwest,4121.0,Rockford Envrnmntl Science Acad,55.1,57.1,1041.0,84.0,2.0,73.0,24.0,43.0,6.0,30.0,33.0,52.0,4.0,1.0,41.0,53.0,20.0,16.0,62.0,22.0,42.0,33.0,2.0,,31.0,8.0,63.0,67.0,,42.0,50.0,31.0,25.0,40.0,1.0,3.0,9.0,46.0,,14.0,28.0,37.0,38.0,26.0,23.0,43.0,1.0,-4.0
50160210042014,Mark Twain Elementary School- Wheeling CCSD 21,Mark Twain Elementary School,Wheeling CCSD 21,13455,Elementary,13443,5,1,2023,TComp,Northeast,50160210042014,174221004228.0,5.0,School,Mark Twain Elementary School,Wheeling CCSD 21,Wheeling,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,20.5,Comprehensive,383.0,8.4,,86.4,3.1,,,,19.1,17.8,77.0,66.3,3.9,,92.9,13.5,14.0,3.9,,,19.8,5.0,,,,,78.4,,,2.0,,,32.0,2.0,25.0,2.0,43.0,3.0,80.0,5.0,68.0,4.0,99.1,80.4,20.0,188.0,24.0,188.0,49.6,52.6,25.0,62.0,40.3,,,24.9,,,,,,,,Illinois,Mark Twain Elem School,50160210042014,1,Wheeling CCSD 21,1742210,21-Suburb: Large,2,0.6495327102803738,0.4602803738317757,0.004672897196261682,0.0397196261682243,0.8341121495327103,0.011682242990654205,0.102803738317757,,0.007009345794392523,10.97,428,5-Title I schoolwide school,IL-05-016-0210-04-0501602102014,IL-05-016-0210-04,No,278,231,197,2,17,357,5,44,–,3,428,39,10.97,Elementary,Kindergarten,5th Grade,11,4.0,East Central,4749.0,Mark Twain Elementary School,99.1,80.4,112.0,56.0,29.0,38.0,17.0,35.0,27.0,31.0,31.0,42.0,50.0,34.0,32.0,28.0,4.0,10.0,81.0,36.0,32.0,36.0,20.0,,99.0,,97.0,88.0,,,93.0,,77.0,79.0,,80.0,57.0,,,90.0,85.0,32.0,25.0,43.0,80.0,68.0,3.0,0.0
60160870021006,Northlake Middle School- Berkeley SD 87,Northlake Middle School,Berkeley SD 87,9020,Middle/Jr. High,9018,6,1,2023,TComp,Northeast,60160870021006,170600000281.0,6.0,School,Northlake Middle School,Berkeley SD 87,Northlake,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,Comprehensive,367.0,4.9,,93.2,,,,,13.4,12.5,40.3,77.9,,14.5,91.7,9.9,,,,,18.5,5.0,,,,,83.0,,,1.0,,,30.0,2.0,37.0,2.0,33.0,2.0,40.0,3.0,62.0,4.0,91.6,76.9,52.0,378.0,67.0,378.0,41.2,52.0,61.0,136.0,44.9,,,32.1,23,26,,,1,25,,Illinois,Northlake Middle School,60160870021006,1,Berkeley SD 87,1706000,21-Suburb: Large,2,0.748730964467005,0.4847715736040609,,0.005076142131979695,0.9137055837563451,0.012690355329949238,0.06091370558375635,,0.007614213197969543,12.12,394,5-Title I schoolwide school,IL-06-016-0870-02-0601608701006,IL-06-016-0870-02,No,295,203,191,–,2,360,5,24,–,3,394,32.5,12.12,Middle,6th Grade,8th Grade,6,1.0,Northeast,1700.0,Northlake Middle School,91.6,76.9,369.0,39.0,67.0,39.0,49.0,39.0,17.0,27.0,34.0,38.0,17.0,38.0,26.0,38.0,22.0,33.0,99.0,45.0,20.0,49.0,53.0,,46.0,21.0,46.0,79.0,,49.0,80.0,37.0,45.0,57.0,12.0,26.0,20.0,63.0,,7.0,48.0,30.0,37.0,33.0,40.0,62.0,2.0,-2.0
60160870022007,J W Riley Intermediate School- Berkeley SD 87,J W Riley Intermediate School,Berkeley SD 87,9022,Elementary,9018,6,1,2023,TComp,Northeast,60160870022007,170600000280.0,6.0,School,J W Riley Intermediate School,Berkeley SD 87,Northlake,Cook,ELEMENTARY,LARGE,ELEMENTARY,3 - 5,,Comprehensive,323.0,4.0,,91.3,,,,,20.7,18.6,47.1,79.3,,,91.7,7.1,,,,,17.1,3.3,,,,,82.9,,,3.0,,,36.0,2.0,34.0,2.0,24.0,2.0,60.0,4.0,48.0,3.0,84.7,86.8,45.0,332.0,47.0,332.0,45.9,47.6,27.0,118.0,23.9,,,32.2,,,,,,,,Illinois,J W Riley Intermediate School,60160870022007,1,Berkeley SD 87,1706000,21-Suburb: Large,2,0.7574123989218329,0.4339622641509434,0.0026954177897574125,0.0026954177897574125,0.9380053908355795,0.013477088948787063,0.03504043126684636,0.0026954177897574125,0.005390835579514825,11.42,371,5-Title I schoolwide school,IL-06-016-0870-02-0601608702007,IL-06-016-0870-02,No,281,210,161,1,1,348,5,13,1,2,371,32.5,11.42,Elementary,3rd Grade,5th Grade,6,1.0,Northeast,1697.0,J W Riley Intermediate School,84.7,86.8,228.0,38.0,49.0,67.0,8.0,30.0,7.0,39.0,49.0,23.0,33.0,11.0,45.0,41.0,16.0,30.0,99.0,15.0,25.0,36.0,43.0,,81.0,,66.0,54.0,,,51.0,,52.0,56.0,,51.0,48.0,,,33.0,60.0,36.0,34.0,24.0,60.0,48.0,2.0,-2.0
60160870022010,Whittier Primary School- Berkeley SD 87,Whittier Primary School,Berkeley SD 87,9024,Elementary,9018,6,1,2023,TComp,Northeast,60160870022010,170600000284.0,6.0,School,Whittier Primary School,Berkeley SD 87,Northlake,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 2,,Comprehensive,335.0,3.6,,94.6,,,,,20.6,20.3,54.6,77.6,,,90.3,8.9,,,,,17.0,3.3,,,,,92.3,,,1.0,,,19.0,1.0,18.0,1.0,49.0,3.0,,0.0,,0.0,0.0,63.6,,,,,,,,,,,,43.4,1,2,,,,2,,Illinois,Whittier Primary School,60160870022010,1,Berkeley SD 87,1706000,21-Suburb: Large,2,0.6711229946524064,0.5133689839572193,0.00267379679144385,0.0106951871657754,0.9197860962566845,0.01871657754010695,0.0427807486631016,,0.0053475935828877,12.06,374,5-Title I schoolwide school,IL-06-016-0870-02-0601608702010,IL-06-016-0870-02,No,251,182,192,1,4,344,7,16,–,2,374,31,12.06,Elementary,Prekindergarten,2nd Grade,6,1.0,Northeast,1702.0,Whittier Primary School,0.0,63.6,0.0,44.0,59.0,43.0,3.0,31.0,3.0,1.0,32.0,44.0,60.0,21.0,22.0,34.0,1.0,47.0,75.0,43.0,13.0,22.0,36.0,,,,,,,,,,,,,,,,,,,19.0,18.0,49.0,,,2.0,-2.0
60160890022003,Garfield Elementary School- Maywood-Melrose Park-Broadview 89,Garfield Elementary School,Maywood-Melrose Park-Broadview 89,9866,Elementary,9863,6,1,2023,CSI/NA,Northeast,60160890022003,172511002738.0,6.0,School,Garfield Elementary School,Maywood-Melrose Park-Broadview 89,Maywood,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,Comprehensive,436.0,,58.7,28.2,,,,11.9,15.8,15.8,19.7,42.0,3.2,,89.0,18.5,202.0,53.9,,,22.8,3.0,,,,,88.8,,,1.0,,,33.0,2.0,21.0,2.0,25.0,2.0,43.0,3.0,43.0,3.0,85.6,87.5,19.0,197.0,8.0,197.0,38.7,35.9,21.0,69.0,30.4,,,44.3,3,3,,,,3,,Illinois,Garfield Elem School,60160890022003,1,Maywood-Melrose Park-Broadview 89,1725110,21-Suburb: Large,2,0.5494252873563218,0.4804597701149425,0.004597701149425287,,0.31264367816091954,0.5862068965517241,0.004597701149425287,,0.09195402298850575,14.38,435,5-Title I schoolwide school,IL-06-016-0890-02-0601608902003,IL-06-016-0890-02,No,239,226,209,2,–,136,255,2,–,40,435,30.24,14.38,Elementary,Kindergarten,4th Grade,7,1.0,Northeast,3291.0,Garfield Elementary School,85.6,87.5,160.0,48.0,9.0,34.0,7.0,30.0,13.0,36.0,28.0,35.0,23.0,1.0,27.0,23.0,5.0,1.0,92.0,17.0,39.0,33.0,7.0,,70.0,24.0,72.0,57.0,,47.0,57.0,21.0,36.0,57.0,1.0,48.0,23.0,52.0,,54.0,44.0,33.0,21.0,25.0,43.0,43.0,1.0,-3.0
60160990021002,Unity Junior High School- Cicero SD 99,Unity Junior High School,Cicero SD 99,2901,Middle/Jr. High,2899,6,1,2023,TComp,Northeast,60160990021002,171020005660.0,6.0,School,Unity Jr High School,Cicero SD 99,Cicero,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,7 - 8,,Comprehensive,2037.0,,2.5,97.0,,,,,15.2,14.1,47.6,88.4,0.9,3.7,91.0,8.0,330.0,15.7,,,24.0,5.0,,,,,88.4,,,3.0,,,43.0,3.0,44.0,3.0,28.0,2.0,21.0,2.0,44.0,3.0,99.4,90.4,417.0,2038.0,142.0,2033.0,45.0,44.8,328.0,1074.0,30.5,,,31.1,385,870,,,418,452,,Illinois,Unity Jr High School,60160990021002,1,Cicero SD 99,1710200,21-Suburb: Large,2,0.6239467849223946,0.49002217294900224,0.0017738359201773836,0.0008869179600886918,0.9667405764966741,0.02350332594235033,0.005321507760532151,,0.0017738359201773836,14.65,2255,5-Title I schoolwide school,IL-06-016-0990-02-0601609901002,IL-06-016-0990-02,No,1407,1150,1105,4,2,2180,53,12,–,4,2255,153.97,14.65,Middle,6th Grade,8th Grade,6,1.0,Northeast,2046.0,Unity Jr High School,99.4,90.4,1972.0,187.0,30.0,77.0,31.0,39.0,8.0,47.0,36.0,60.0,4.0,14.0,54.0,38.0,19.0,12.0,88.0,19.0,49.0,41.0,15.0,,18.0,5.0,49.0,75.0,,33.0,65.0,26.0,27.0,25.0,1.0,12.0,7.0,62.0,,11.0,31.0,43.0,44.0,28.0,21.0,44.0,2.0,-2.0
60160990022005,Goodwin Elementary School- Cicero SD 99,Goodwin Elementary School,Cicero SD 99,2906,Elementary,2899,6,1,2023,TComp,Northeast,60160990022005,171020001240.0,6.0,School,Goodwin Elementary School,Cicero SD 99,Cicero,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,Comprehensive,525.0,,2.3,97.1,,,,,21.3,20.6,64.6,92.6,,,89.6,7.8,63.0,13.8,,,21.9,1.0,,,,,84.3,,,3.0,,,25.0,2.0,30.0,2.0,35.0,2.0,51.0,3.0,45.0,3.0,99.9,96.3,37.0,301.0,25.0,301.0,42.4,50.5,24.0,66.0,36.4,,,45.6,6,9,,,1,8,,Illinois,Goodwin Elementary School,60160990022005,1,Cicero SD 99,1710200,21-Suburb: Large,2,0.6492985971943888,0.4909819639278557,,,0.9639278557114228,0.03006012024048096,0.006012024048096192,,,11.6,499,5-Title I schoolwide school,IL-06-016-0990-02-0601609902005,IL-06-016-0990-02,No,324,254,245,–,–,481,15,3,–,–,499,43,11.6,Elementary,Prekindergarten,6th Grade,6,1.0,Northeast,2041.0,Goodwin Elementary School,99.9,96.3,204.0,54.0,46.0,46.0,17.0,24.0,1.0,24.0,26.0,37.0,37.0,28.0,26.0,31.0,34.0,13.0,80.0,30.0,26.0,27.0,46.0,,60.0,36.0,63.0,59.0,,48.0,59.0,65.0,56.0,50.0,1.0,52.0,36.0,77.0,,42.0,53.0,25.0,30.0,35.0,51.0,45.0,1.0,-3.0
60160990022012,Warren Park School- Cicero SD 99,Warren Park School,Cicero SD 99,2913,Elementary,2899,6,1,2023,TComp,Northeast,60160990022012,171020005153.0,6.0,School,Warren Park School,Cicero SD 99,Cicero,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 6,,Comprehensive,744.0,,2.4,96.5,,,,,13.4,12.5,52.0,91.5,,,90.6,9.6,99.0,14.8,,,25.0,1.0,,,,,80.7,,,1.0,,,23.0,2.0,22.0,2.0,36.0,2.0,48.0,3.0,47.0,3.0,99.9,96.6,54.0,428.0,40.0,428.0,45.8,44.7,21.0,108.0,19.6,,,35.4,29,46,,,18,28,,Illinois,Warren Park School,60160990022012,1,Cicero SD 99,1710200,21-Suburb: Large,2,0.8733552631578947,0.5164473684210527,,0.001644736842105263,0.9506578947368421,0.04111842105263158,0.003289473684210526,,0.003289473684210526,15.59,608,5-Title I schoolwide school,IL-06-016-0990-02-0601609902012,IL-06-016-0990-02,No,531,294,314,–,1,578,25,2,–,2,608,39,15.59,Elementary,Prekindergarten,6th Grade,6,1.0,Northeast,2047.0,Warren Park School,99.9,96.6,302.0,59.0,54.0,39.0,14.0,18.0,1.0,23.0,25.0,39.0,41.0,28.0,32.0,12.0,13.0,14.0,66.0,29.0,24.0,10.0,44.0,,62.0,52.0,63.0,67.0,,46.0,65.0,57.0,46.0,42.0,35.0,51.0,35.0,69.0,,51.0,50.0,23.0,22.0,36.0,48.0,47.0,1.0,-3.0
70161090022006,George T Wilkins Elementary School- Indian Springs SD 109,George T Wilkins Elementary School,Indian Springs SD 109,5804,Elementary,5798,7,1,2023,TComp,Northeast,70161090022006,170717000371.0,7.0,School,George T Wilkins Elementary School,Indian Springs SD 109,Justice,Cook,ELEMENTARY,LARGE,ELEMENTARY,K - 6,,Comprehensive,439.0,46.2,24.1,21.4,,,,7.1,14.1,14.1,33.3,75.2,,,90.4,10.5,90.0,23.0,,,17.0,2.0,,,,,88.3,,,1.0,,,,0.0,,0.0,,0.0,58.0,3.0,64.0,4.0,72.8,45.8,43.0,258.0,24.0,258.0,42.2,47.1,16.0,65.0,24.6,,,36.0,8,10,,,8,2,,Illinois,George T Wilkins Elem School,70161090022006,1,Indian Springs SD 109,1707170,21-Suburb: Large,2,0.5344418052256532,0.5106888361045131,0.0023752969121140144,0.007125890736342043,0.18527315914489312,0.23990498812351543,0.503562945368171,0.004750593824228029,0.057007125890736345,13.31,421,2-Title I targeted assistance school,IL-07-016-1090-02-0701610902006,IL-07-016-1090-02,No,225,206,215,1,3,78,101,212,2,24,421,31.62,13.31,Elementary,Kindergarten,6th Grade,7,1.0,Northeast,2930.0,George T Wilkins Elementary School,72.8,45.8,206.0,48.0,,,,,,,,,,,,,,,,,,,,,68.0,31.0,63.0,74.0,,45.0,67.0,37.0,67.0,50.0,56.0,63.0,36.0,29.0,,61.0,61.0,,,,58.0,64.0,4.0,1.0
70161420021001,Jack Hille Middle School- Forest Ridge SD 142,Jack Hille Middle School,Forest Ridge SD 142,7926,Middle/Jr. High,7925,7,1,2023,TComp,Northeast,70161420021001,171548001864.0,7.0,School,Jack Hille Middle School,Forest Ridge SD 142,Oak Forest,Cook,ELEMENTARY,MEDIUM,MIDDLE SCHL,6 - 8,,Comprehensive,522.0,54.2,10.3,29.9,,,,3.8,18.8,12.8,11.1,44.3,,16.0,91.2,4.7,73.0,13.6,,,21.5,5.0,,,,,79.8,,,1.0,,,36.0,2.0,39.0,2.0,34.0,2.0,21.0,2.0,52.0,3.0,97.8,82.0,170.0,511.0,64.0,509.0,43.0,38.0,91.0,181.0,50.6,,,29.9,23,38,,,11,27,,Illinois,Jack Hille Middle School,70161420021001,1,Forest Ridge SD 142,1715480,21-Suburb: Large,2,0.39925373134328357,0.4869402985074627,,0.013059701492537313,0.2667910447761194,0.09701492537313433,0.5746268656716418,0.0018656716417910447,0.04664179104477612,15.76,536,5-Title I schoolwide school,IL-07-016-1420-02-0701614201001,IL-07-016-1420-02,No,214,275,261,–,7,143,52,308,1,25,536,34,15.76,Middle,6th Grade,8th Grade,7,1.0,Northeast,2570.0,Jack Hille Middle School,97.8,82.0,510.0,39.0,42.0,60.0,29.0,39.0,1.0,36.0,39.0,40.0,29.0,27.0,41.0,39.0,22.0,25.0,99.0,32.0,29.0,44.0,19.0,,24.0,12.0,39.0,66.0,,50.0,66.0,12.0,33.0,51.0,17.0,15.0,6.0,39.0,,32.0,20.0,36.0,39.0,34.0,21.0,52.0,1.0,-4.0
70161435022006,Posen Elementary School- Posen-Robbins ESD 143-5,Posen Elementary School,Posen-Robbins ESD 143-5,10215,Elementary,10211,7,1,2023,TComp,Northeast,70161435022006,173237003376.0,7.0,School,Posen Elementary School,Posen-Robbins ESD 143-5,Posen,Cook,ELEMENTARY,MEDIUM,ELEMENTARY,4 - 5,,Comprehensive,254.0,,37.8,60.2,,,,,14.6,10.6,38.6,84.3,,,93.0,8.3,,,,,20.2,5.0,,,,,82.8,,,3.0,,,38.0,2.0,36.0,2.0,53.0,3.0,57.0,3.0,53.0,3.0,99.9,87.0,54.0,266.0,14.0,264.0,39.5,42.2,34.0,120.0,28.3,,,19.2,14,19,,,2,17,,Illinois,Posen Elem School,70161435022006,1,Posen-Robbins ESD 143-5,1732370,21-Suburb: Large,2,0.9477911646586346,0.4779116465863454,,0.012048192771084338,0.5943775100401606,0.37349397590361444,0.01606425702811245,,0.004016064257028112,12.03,249,5-Title I schoolwide school,IL-07-016-1435-02-0701614352006,IL-07-016-1435-02,No,236,130,119,–,3,148,93,4,–,1,249,20.7,12.03,Elementary,4th Grade,5th Grade,7,1.0,Northeast,3912.0,Posen Intermediate School,99.9,87.0,250.0,23.0,43.0,52.0,2.0,38.0,36.0,41.0,45.0,63.0,50.0,21.0,63.0,55.0,15.0,50.0,74.0,45.0,26.0,48.0,1.0,,91.0,,85.0,56.0,,,57.0,,58.0,49.0,,49.0,26.0,,,65.0,51.0,38.0,36.0,53.0,57.0,53.0,2.0,-2.0
70161440021002,Prairie-Hills Junior High School- Prairie-Hills ESD 144,Prairie-Hills Junior High School,Prairie-Hills ESD 144,8821,Middle/Jr. High,8820,7,1,2023,TComp,Northeast,70161440021002,172472002673.0,7.0,School,Prairie-Hills Junior High School,Prairie-Hills ESD 144,Markham,Cook,ELEMENTARY,LARGE,MIDDLE SCHL,6 - 8,,Comprehensive,809.0,1.6,81.6,15.6,,,,,14.7,12.4,5.8,94.1,2.6,97.3,93.7,8.6,263.0,30.3,,,20.5,5.0,,,,,72.0,,,2.0,,,40.0,3.0,36.0,2.0,33.0,2.0,22.0,2.0,60.0,4.0,73.4,73.9,123.0,828.0,38.0,827.0,41.9,37.8,47.0,297.0,15.8,,,18.9,34,39,,,Not Provided,39,,Illinois,Prairie-Hills Junior High School,70161440021002,1,Prairie-Hills ESD 144,1724720,21-Suburb: Large,2,0.905511811023622,0.4983127109111361,0.0044994375703037125,0.008998875140607425,0.14173228346456693,0.8188976377952756,0.02249718785151856,0.0011248593925759281,0.0022497187851518562,53.88,889,5-Title I schoolwide school,IL-07-016-1440-02-0701614401002,IL-07-016-1440-02,No,805,446,443,4,8,126,728,20,1,2,889,16.5,53.88,Middle,6th Grade,8th Grade,7,1.0,Northeast,3934.0,Prairie-Hills Junior High School,73.4,73.9,811.0,46.0,20.0,37.0,38.0,55.0,14.0,35.0,50.0,54.0,16.0,2.0,58.0,50.0,1.0,19.0,99.0,29.0,19.0,44.0,13.0,,27.0,22.0,50.0,76.0,,32.0,83.0,1.0,46.0,61.0,29.0,30.0,1.0,32.0,,23.0,12.0,40.0,36.0,33.0,22.0,60.0,2.0,-2.0
70161440022004,Highlands Elementary School- Prairie-Hills ESD 144,Highlands Elementary School,Prairie-Hills ESD 144,8824,Elementary,8820,7,1,2023,CSI/NA,Northeast,70161440022004,172472002677.0,7.0,School,Highlands Elementary School,Prairie-Hills ESD 144,Hazel Crest,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,Comprehensive,256.0,,92.2,5.1,,,,,9.8,9.0,,92.6,,,90.0,8.4,162.0,59.3,,,20.5,5.0,,,,,71.2,,,3.0,,,16.0,1.0,12.0,1.0,20.0,2.0,43.0,3.0,53.0,3.0,57.6,62.5,21.0,165.0,8.0,165.0,40.3,37.5,13.0,72.0,18.1,,,38.5,Not Provided,Not Provided,,,Not Provided,Not Provided,Not Provided,Illinois,Highlands Elem School,70161440022004,1,Prairie-Hills ESD 144,1724720,21-Suburb: Large,2,0.9253731343283582,0.5074626865671642,0.0029850746268656717,,0.06567164179104477,0.9164179104477612,,,0.014925373134328358,19.14,335,5-Title I schoolwide school,IL-07-016-1440-02-0701614402004,IL-07-016-1440-02,No,310,165,170,1,–,22,307,–,–,5,335,17.5,19.14,Elementary,Prekindergarten,5th Grade,19,1.0,Northeast,3930.0,Highlands Elementary School,57.6,62.5,85.0,16.0,,1.0,1.0,34.0,1.0,14.0,8.0,25.0,34.0,,34.0,21.0,1.0,,80.0,1.0,7.0,23.0,1.0,,67.0,,49.0,56.0,,,38.0,,51.0,65.0,,47.0,15.0,,,50.0,38.0,16.0,12.0,20.0,43.0,53.0,1.0,-3.0
70161440022007,Nob Hill Elementary School- Prairie-Hills ESD 144,Nob Hill Elementary School,Prairie-Hills ESD 144,8826,Elementary,8820,7,1,2023,CSI/NA,Northeast,70161440022007,172472002679.0,7.0,School,Nob Hill Elementary School,Prairie-Hills ESD 144,Country Club Hills,Cook,ELEMENTARY,LARGE,ELEMENTARY,PK - 5,,Comprehensive,188.0,,91.0,8.5,,,,,14.9,13.8,,96.8,,,88.9,9.6,88.0,53.3,,,18.4,5.0,,,,,76.7,,,2.0,,,63.0,4.0,58.0,3.0,69.0,4.0,40.0,3.0,60.0,4.0,97.9,73.3,11.0,90.0,3.0,90.0,41.3,41.3,5.0,31.0,16.1,,,47.9,Not Provided,Not Provided,,,Not Provided,Not Provided,,Illinois,Nob Hill Elem School,70161440022007,1,Prairie-Hills ESD 144,1724720,21-Suburb: Large,2,0.967741935483871,0.5253456221198156,,0.009216589861751152,0.055299539170506916,0.9308755760368663,0.004608294930875576,,,16.69,217,5-Title I schoolwide school,IL-07-016-1440-02-0701614402007,IL-07-016-1440-02,No,210,103,114,–,2,12,202,1,–,–,217,13,16.69,Elementary,Prekindergarten,5th Grade,7,1.0,Northeast,3933.0,Nob Hill Elementary School,97.9,73.3,47.0,15.0,66.0,35.0,66.0,49.0,78.0,68.0,72.0,70.0,79.0,32.0,70.0,29.0,48.0,37.0,99.0,58.0,62.0,71.0,44.0,,62.0,,72.0,57.0,,,79.0,,47.0,65.0,,51.0,18.0,,,89.0,31.0,63.0,58.0,69.0,40.0,60.0,5.0,3.0
