RCDTS,Report,School Name_x,District Name_x,School EntityID,School Type_x,#Dist Entity ID,ISBE Region,ROE Area,CohortYear,Tier,ROE Name,Participating?,NCESID,ROE_x,Type,School Name_y,District Name_y,City,County,District Type,District Size,School Type_y,Grades Served,Avg Class Size - All Grades,Summative Designation,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,% 8th Grade Passing Algebra 1,Student Attendance Rate,Student Mobility Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,High School 4-Year Graduation Rate - Total,Avg Class Size - All Grades.1,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Total Teacher FTE,Avg Teaching Exp,% Novice Teachers,Teacher Retention Rate,Teacher Attendace Rate,Teacher Evaluation Rate,Principal Turnover within 6 Years,Teacher Avg Salary,Admin Avg Salary,Five Essential Survey Effective Leaders,Five Essential Survey Leaders Level,Five Essential Survey Collaborative Teachers,Five Essential Survey Collaborative Teachers Level,Five Essential Survey Involved Families,Five Essential Survey Involved Families Level,Five Essential Survey Supportive Environment,Five Essential Survey Supportive Environment Level,Five Essential Survey Ambitious Instruction,Five Essential Survey Ambitious Instruction Level,Climate Survey Student Response Rate,Climate Survey Teacher Response Rate,# ELA Proficiency,# ELA Student Participation,# Math Proficiency,# Math Participation Total Student,ELA Growth Percentile - Total,Math Growth Percentile,# Science Proficiency,# Science Student Participation,% Science Proficiency,# 9th Grade on Track,% 9th Grade on Track,Chronic Absenteeism,# Students with Discipline Incidents,# Discipline Incidents,# Discipline Incidents - Expulsion: Received Educational Srvcs,# Discipline Incidents - Expulsion: Did not Receive Educational Srvcs,# Discipline Incidents - In-school Suspension,# Discipline Incidents - Out-of-School Suspension,# Discipline Incidents - Removal,State Name [Public School] Latest available year,School Name [Public School] 2021-22,StateID,ParticipatingSchools,Agency Name [Public School] 2021-22,Agency ID - NCES Assigned [Public School] Latest available year,Locale [Public School] 2021-22,Locale,FRL_percent,Female_percent,American Indian/Alaska Native Students [Public School] 2021-22,Asian or Asian/Pacific Islander Students [Public School] 2021-22,Hispanic Students [Public School] 2021-22,Black or African American Students [Public School] 2021-22,White Students [Public School] 2021-22,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22,Two or More Races Students [Public School] 2021-22,Pupil/Teacher Ratio [Public School] 2021-22,School size,Title I School Status [Public School] 2021-22,State School ID [Public School] 2021-22,State Agency ID [Public School] 2021-22,National School Lunch Program [Public School] 2021-22,Free and Reduced Lunch Students [Public School] 2021-22,Male Students [Public School] 2021-22,Female Students [Public School] 2021-22,American Indian/Alaska Native Students [Public School] 2021-22.1,Asian or Asian/Pacific Islander Students [Public School] 2021-22.1,Hispanic Students [Public School] 2021-22.1,Black or African American Students [Public School] 2021-22.1,White Students [Public School] 2021-22.1,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22.1,Two or More Races Students [Public School] 2021-22.1,Total Race/Ethnicity [Public School] 2021-22,teacher_count,Pupil/Teacher Ratio [Public School] 2021-22.1,School Level (SY 2017-18 onward) [Public School] 2021-22,Lowest Grade Offered [Public School] 2021-22,Highest Grade Offered [Public School] 2021-22,ROE_y,ROE_AREA,ROE_AREA_Name,school_id,School Name,student_response_rate,teacher_response_rate,student_n,teacher_n,cdis1,colb,colr,inf3,innv,ins3,pgmc,pnfl,prt4,prti,qpd2,refd,scmt,sdis,socz,trpa,trpr,trte,tsaf,uexp,acno,clar,engg,engl,futr,humr,math,peer,perc,pres,prs2,rigr,safe1,scie,slap,stdy,trts,leaders,teachers,families,environment,instruction,5essentials_overall_score,net5e
110230060262003,Chrisman Elementary School- Edgar County CUD 6,Chrisman Elementary School,Edgar County CUD 6,6276,Elementary,6273,11,4,2023,CSI/NA,East Central,110230060262003,171337001629.0,11.0,School,Chrisman Elementary School,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,ELEMENTARY,PK - 5,,Comprehensive,129.0,94.6,,,,,,,33.3,33.3,,34.1,,,92.0,10.4,10.0,11.1,,,19.2,5.0,,,,,88.0,,,1.0,,,66.0,4.0,35.0,2.0,44.0,3.0,57.0,3.0,44.0,3.0,80.6,81.0,10.0,50.0,8.0,50.0,31.4,21.3,8.0,15.0,53.3,,,27.7,,,,,,,,Illinois,Chrisman Elem School,110230060262003,1,Edgar County CUD 6,1713370,42-Rural: Distant,4,0.34710743801652894,0.5537190082644629,,0.01652892561983471,0.024793388429752067,,0.9173553719008265,,0.04132231404958678,11.66,121,2-Title I targeted assistance school,IL-11-023-0060-26-1102300602003,IL-11-023-0060-26,No,42,54,67,–,2,3,–,111,–,5,121,10.38,11.66,Elementary,Prekindergarten,5th Grade,11,4.0,East Central,2427.0,Chrisman Elementary School,80.6,81.0,36.0,21.0,62.0,1.0,43.0,58.0,29.0,55.0,95.0,48.0,47.0,59.0,41.0,6.0,39.0,43.0,69.0,38.0,57.0,52.0,32.0,,60.0,,51.0,42.0,,,38.0,,50.0,51.0,,53.0,50.0,,,77.0,68.0,66.0,35.0,44.0,57.0,44.0,3.0,0.0
120130100262001,Clay City Elementary School- Clay City CUSD 10,Clay City Elementary School,Clay City CUSD 10,4430,Elementary,4427,12,6,2023,CSI/NA,Southeast,120130100262001,171034004575.0,12.0,School,Clay City Elementary School,Clay City CUSD 10,Clay City,Clay,UNIT,SMALL,ELEMENTARY,PK - 5,,Comprehensive,142.0,95.8,,,,,,,27.5,26.1,,64.1,18.3,,92.8,8.0,12.0,13.2,,,17.7,4.2,,,,,77.4,,,3.0,,,12.0,1.0,1.0,1.0,20.0,2.0,46.0,3.0,29.0,2.0,94.1,65.4,7.0,51.0,4.0,51.0,33.1,31.7,8.0,23.0,36.4,,,24.8,16,37,,,19,18,,Illinois,Clay City Elem School,120130100262001,1,Clay City CUSD 10,1710340,42-Rural: Distant,4,0.5436241610738255,0.4429530201342282,,,,,0.9865771812080537,,0.013422818791946308,11.73,149,5-Title I schoolwide school,IL-12-013-0100-26-1201301002001,IL-12-013-0100-26,No,81,83,66,–,–,–,–,147,–,2,149,12.7,11.73,Elementary,Prekindergarten,5th Grade,12,6.0,Southeast,2053.0,Clay City Elementary School,94.1,65.4,34.0,26.0,29.0,1.0,1.0,28.0,1.0,1.0,11.0,26.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,,72.0,,50.0,51.0,,,27.0,,41.0,35.0,,3.0,26.0,,,49.0,44.0,12.0,1.0,20.0,46.0,29.0,1.0,-4.0
120170020262007,Washington Elementary School- Robinson CUSD 2,Washington Elementary School,Robinson CUSD 2,691,Elementary,687,12,6,2023,TComp,Southeast,120170020262007,173423003509.0,12.0,School,Washington Elementary School,Robinson CUSD 2,Robinson,Crawford,UNIT,MEDIUM,ELEMENTARY,PK - 2,,Comprehensive,401.0,88.8,,3.5,,,,5.7,23.9,23.9,,52.4,4.5,,91.7,7.1,,,,,22.1,3.0,,,,,90.1,,,1.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,29.2,,,,,,,,,,,,31.0,,,,,,,,Illinois,Washington Elem School,120170020262007,1,Robinson CUSD 2,1734230,32-Town: Distant,3,0.5181598062953995,0.513317191283293,,0.004842615012106538,0.04600484261501211,0.007263922518159807,0.87409200968523,,0.06779661016949153,15.33,413,5-Title I schoolwide school,IL-12-017-0020-26-1201700202007,IL-12-017-0020-26,No,214,201,212,–,2,19,3,361,–,28,413,26.94,15.33,Elementary,Prekindergarten,6th Grade,1,3.0,West Central,4053.0,Washington Elementary School,0.0,29.2,0.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
120510200261007,Parkview Junior High School- Lawrence County CUD 20,Parkview Junior High School,Lawrence County CUD 20,12846,Middle/Jr. High,12844,12,6,2023,TComp,Southeast,120510200261007,172215002492.0,12.0,School,Parkview Jr High School,Lawrence County CUD 20,Lawrenceville,Lawrence,UNIT,MEDIUM,MIDDLE SCHL,6 - 8,,Comprehensive,227.0,90.7,,,,,,,16.7,10.1,,54.6,,0.0,90.0,11.7,37.0,15.4,,,20.5,5.0,,,,,83.7,,,4.0,,,49.0,3.0,38.0,2.0,15.0,1.0,27.0,2.0,56.0,3.0,87.3,58.3,57.0,227.0,22.0,226.0,40.2,37.5,44.0,79.0,55.7,,,37.8,2,4,,,1,3,,Illinois,Parkview Jr High School,120510200261007,1,Lawrence County CUD 20,1722150,33-Town: Remote,3,0.636734693877551,0.44081632653061226,,0.004081632653061225,0.02857142857142857,0.02857142857142857,0.9224489795918367,,0.0163265306122449,13.22,245,4-Title I schoolwide eligible school-No program,IL-12-051-0200-26-1205102001007,IL-12-051-0200-26,No,156,137,108,–,1,7,7,226,–,4,245,18.53,13.22,Middle,5th Grade,8th Grade,53,3.0,West Central,3121.0,Parkview Jr High School,87.3,58.3,229.0,24.0,21.0,19.0,43.0,53.0,22.0,31.0,44.0,26.0,10.0,14.0,39.0,39.0,32.0,25.0,63.0,10.0,69.0,57.0,20.0,,22.0,45.0,59.0,77.0,,51.0,41.0,1.0,51.0,80.0,1.0,22.0,11.0,44.0,,21.0,24.0,49.0,38.0,15.0,27.0,56.0,1.0,-3.0
130410800022002,J. L. Buford Intermediate Education Center- Mount Vernon SD 80,J. L. Buford Intermediate Education Center,Mount Vernon SD 80,1058,Elementary,1056,13,6,2023,TComp,Southeast,130410800022002,172734002902.0,13.0,School,J L Buford Intermediate Ed Ctr,Mount Vernon SD 80,Mount Vernon,Jefferson,ELEMENTARY,MEDIUM,ELEMENTARY,4 - 5,,Comprehensive,278.0,48.9,29.5,4.0,3.6,,,14.0,29.1,28.4,3.6,81.3,,,92.8,10.2,22.0,7.5,,,19.3,5.0,,,,,77.8,,,2.0,,,51.0,3.0,37.0,2.0,20.0,2.0,,0.0,,0.0,1.1,51.1,34.0,280.0,9.0,280.0,39.6,39.4,46.0,133.0,34.6,,,23.5,8,8,,,5,3,,Illinois,J L Buford Intermediate Ed Ctr,130410800022002,1,Mount Vernon SD 80,1727340,32-Town: Distant,3,0.7739463601532567,0.5172413793103449,,0.03065134099616858,0.03065134099616858,0.2950191570881226,0.5210727969348659,,0.12260536398467432,14.05,261,5-Title I schoolwide school,IL-13-041-0800-02-1304108002002,IL-13-041-0800-02,No,202,126,135,–,8,8,77,136,–,32,261,18.57,14.05,Elementary,4th Grade,5th Grade,13,6.0,Southeast,3449.0,J L Buford Intermediate Ed Ctr,1.1,51.1,279.0,45.0,36.0,16.0,28.0,42.0,10.0,52.0,56.0,29.0,25.0,3.0,53.0,51.0,33.0,1.0,99.0,7.0,52.0,56.0,3.0,,,,,,,,,,,,,,,,,,,51.0,37.0,20.0,,,2.0,-2.0
150162990250003,Bogan High School- City of Chicago SD 299,Bogan High School,City of Chicago SD 299,6830,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250003,170993000626.0,15.0,School,Bogan High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,643.0,,56.6,41.1,,,,,27.1,24.0,19.3,85.2,3.9,,77.3,18.4,646.0,81.2,8.4,66.5,21.1,5.0,,,,,92.3,,,1.0,,,45.0,3.0,52.0,3.0,46.0,3.0,38.0,2.0,62.0,4.0,69.1,55.6,6.0,174.0,1.0,174.0,,,23.0,160.0,14.7,96.0,75.0,68.0,87,124,Not Provided,,25,99,Not Provided,Illinois,Bogan High School,150162990250003,1,City of Chicago SD 299,1709930,11-City: Large,1,0.78125,0.447265625,0.0009765625,0.0009765625,0.3759765625,0.60546875,0.0126953125,,0.00390625,18.96,1024,5-Title I schoolwide school,IL-15-016-2990-25-1501629900003,IL-15-016-2990-25,No,800,566,458,1,1,385,620,13,–,4,1024,54,18.96,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250011,Farragut Career Academy High School- City of Chicago SD 299,Farragut Career Academy High School,City of Chicago SD 299,6838,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250011,170993000788.0,15.0,School,Farragut Career Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,446.0,,12.6,85.9,,,,,31.4,27.8,36.1,96.9,6.7,,71.9,19.1,472.0,82.8,5.0,62.6,23.3,5.0,,,,,89.3,,,3.0,,,43.0,3.0,43.0,3.0,34.0,2.0,44.0,3.0,44.0,3.0,58.2,57.1,5.0,156.0,7.0,155.0,,,19.0,138.0,14.3,66.0,81.5,73.5,153,212,Not Provided,Not Provided,138,74,,Illinois,Farragut Career Academy HS,150162990250011,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9326923076923077,0.46634615384615385,,0.0016025641025641025,0.875,0.11217948717948718,0.011217948717948718,,,13.42,624,5-Title I schoolwide school,IL-15-016-2990-25-1501629900011,IL-15-016-2990-25,No,582,333,291,–,1,546,70,7,–,–,624,46.5,13.42,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250012,Fenger Academy High School- City of Chicago SD 299,Fenger Academy High School,City of Chicago SD 299,6839,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250012,170993000792.0,15.0,School,Fenger Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,234.0,,95.7,,,,,,23.1,20.9,,88.0,37.6,,75.2,29.2,270.0,84.9,7.9,57.4,24.9,1.9,,,,,63.0,,,2.0,,,64.0,4.0,57.0,3.0,53.0,3.0,31.0,2.0,38.0,2.0,78.8,80.0,0.0,64.0,0.0,64.0,,,4.0,57.0,7.0,34.0,82.9,77.7,86,151,,,62,89,,Illinois,Fenger Academy High School,150162990250012,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8719346049046321,0.45231607629427795,,,0.035422343324250684,0.9591280653950953,0.0027247956403269754,,0.0027247956403269754,19.84,367,5-Title I schoolwide school,IL-15-016-2990-25-1501629900012,IL-15-016-2990-25,No,320,201,166,–,–,13,352,1,–,1,367,18.5,19.84,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250013,Foreman High School- City of Chicago SD 299,Foreman High School,City of Chicago SD 299,6840,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250013,170993000799.0,15.0,School,Foreman High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,572.0,4.2,16.1,78.7,,,,,26.4,21.5,43.4,90.2,4.4,,74.4,21.5,517.0,70.9,7.3,56.4,23.3,0.0,,,,,86.1,,,2.0,,,41.0,3.0,42.0,3.0,48.0,3.0,39.0,2.0,48.0,3.0,60.8,66.1,7.0,144.0,6.0,144.0,,,13.0,127.0,10.6,95.0,74.2,69.1,136,458,Not Provided,,335,123,Not Provided,Illinois,Foreman High School,150162990250013,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9069111424541608,0.4146685472496474,0.0028208744710860366,0.005641748942172073,0.8110014104372355,0.13399153737658676,0.04231311706629055,,0.004231311706629055,14.77,709,5-Title I schoolwide school,IL-15-016-2990-25-1501629900013,IL-15-016-2990-25,No,643,415,294,2,4,575,95,30,–,3,709,48,14.77,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250015,Gage Park High School- City of Chicago SD 299,Gage Park High School,City of Chicago SD 299,6841,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250015,170993000809.0,15.0,School,Gage Park High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,329.0,,32.2,66.0,,,,,20.7,18.8,40.1,96.4,32.5,,79.9,27.9,349.0,76.7,11.7,58.0,21.0,3.0,,,,,88.9,,,4.0,,,52.0,3.0,56.0,3.0,52.0,3.0,50.0,3.0,63.0,4.0,64.1,91.4,2.0,94.0,1.0,94.0,,,15.0,81.0,18.8,77.0,91.7,62.1,25,31,Not Provided,,15,16,,Illinois,Gage Park High School,150162990250015,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8964346349745331,0.4465195246179966,0.003395585738539898,,0.565365025466893,0.41256366723259763,0.008488964346349746,0.003395585738539898,0.006791171477079796,19.31,589,5-Title I schoolwide school,IL-15-016-2990-25-1501629900015,IL-15-016-2990-25,No,528,326,263,2,–,333,243,5,2,4,589,30.5,19.31,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250016,Harlan Community Academy High School- City of Chicago SD 299,Harlan Community Academy High School,City of Chicago SD 299,6842,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250016,170993000851.0,15.0,School,Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,266.0,,97.7,,,,,,30.1,24.8,,93.2,10.5,,66.4,32.8,309.0,87.3,6.7,60.7,23.9,5.0,,,,,83.3,,,3.0,,,31.0,2.0,34.0,2.0,15.0,1.0,14.0,1.0,53.0,3.0,56.1,82.8,2.0,70.0,1.0,70.0,,,2.0,75.0,2.7,38.0,60.3,83.6,122,221,Not Provided,,,221,Not Provided,Illinois,Harlan Community Academy HS,150162990250016,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8638297872340426,0.42127659574468085,,,0.019148936170212766,0.9680851063829787,,,0.01276595744680851,17.74,470,5-Title I schoolwide school,IL-15-016-2990-25-1501629900016,IL-15-016-2990-25,No,406,272,198,–,–,9,455,–,–,6,470,26.5,17.74,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250019,Hirsch Metropolitan High School- City of Chicago SD 299,Hirsch Metropolitan High School,City of Chicago SD 299,6844,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250019,170993000879.0,15.0,School,Hirsch Metropolitan High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,102.0,,97.1,,,,,,29.4,28.4,,80.4,,,73.0,40.5,143.0,79.0,14.5,48.8,18.2,5.0,,,,,81.3,,,2.0,,,60.0,4.0,69.0,4.0,55.0,3.0,37.0,2.0,59.0,3.0,57.6,66.7,0.0,32.0,0.0,31.0,,,2.0,27.0,7.4,18.0,69.2,74.0,39,74,,,9,65,,Illinois,Hirsch Metropolitan High School,150162990250019,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8015873015873016,0.40476190476190477,,,0.011904761904761904,0.9682539682539683,0.003968253968253968,,0.015873015873015872,19.38,252,5-Title I schoolwide school,IL-15-016-2990-25-1501629900019,IL-15-016-2990-25,No,202,150,102,–,–,3,244,1,–,4,252,13,19.38,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250023,Kelvyn Park High School- City of Chicago SD 299,Kelvyn Park High School,City of Chicago SD 299,6849,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250023,170993000923.0,15.0,School,Kelvyn Park High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,7 - 12,,Targeted,482.0,2.5,8.3,88.0,,,,,30.5,23.9,45.9,89.8,3.9,12.1,74.8,23.8,468.0,81.0,5.0,71.8,22.8,5.0,,,,,84.1,,,2.0,,,40.0,3.0,41.0,3.0,38.0,2.0,45.0,3.0,39.0,2.0,54.0,75.0,8.0,169.0,3.0,168.0,32.6,40.4,26.0,113.0,24.5,72.0,69.2,74.5,69,113,,,94,19,,Illinois,Kelvyn Park High School,150162990250023,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8605851979345955,0.4802065404475043,0.0051635111876075735,0.0017211703958691911,0.8760757314974182,0.0757314974182444,0.029259896729776247,0.0017211703958691911,0.010327022375215147,14.9,581,5-Title I schoolwide school,IL-15-016-2990-25-1501629900023,IL-15-016-2990-25,No,500,302,279,3,1,509,44,17,1,6,581,39,14.9,High,7th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250029,Marshall Metropolitan High School- City of Chicago SD 299,Marshall Metropolitan High School,City of Chicago SD 299,6855,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250029,170993000972.0,15.0,School,Marshall Metropolitan High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,189.0,,97.4,,,,,,28.6,28.0,,95.8,20.1,,69.6,28.6,225.0,85.9,7.3,60.6,18.0,5.0,,,,,87.5,,,2.0,,,74.0,4.0,73.0,4.0,71.0,4.0,47.0,3.0,74.0,4.0,81.2,78.6,1.0,51.0,0.0,51.0,,,0.0,40.0,0.0,37.0,92.5,76.7,128,332,,,250,82,,Illinois,Marshall Metropolitan High School,150162990250029,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8936170212765957,0.45390070921985815,,,0.06028368794326241,0.9219858156028369,,,0.01773049645390071,13.12,282,5-Title I schoolwide school,IL-15-016-2990-25-1501629900029,IL-15-016-2990-25,No,252,154,128,–,–,17,260,–,–,5,282,21.5,13.12,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250034,Phillips Academy High School- City of Chicago SD 299,Phillips Academy High School,City of Chicago SD 299,6860,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250034,170993001061.0,15.0,School,Phillips Academy High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,448.0,,90.6,,,,,7.4,20.3,17.4,,93.3,3.3,,65.2,26.8,516.0,93.5,7.6,70.7,20.0,5.0,,,,,76.9,,,3.0,,,41.0,3.0,47.0,3.0,39.0,2.0,42.0,3.0,68.0,4.0,63.3,70.5,1.0,121.0,2.0,121.0,,,10.0,103.0,10.1,59.0,62.8,89.7,79,102,,,11,91,,Illinois,Phillips Academy High School,150162990250034,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8409405255878285,0.4412171507607192,0.0013831258644536654,0.013831258644536652,0.02351313969571231,0.9405255878284924,0.012448132780082987,,0.008298755186721992,17.63,723,5-Title I schoolwide school,IL-15-016-2990-25-1501629900034,IL-15-016-2990-25,No,608,404,319,1,10,17,680,9,–,6,723,41,17.63,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250044,Tilden Career Communty Academy High School- City of Chicago SD 299,Tilden Career Communty Academy High School,City of Chicago SD 299,6870,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250044,170993001161.0,15.0,School,Tilden Career Communty Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,215.0,10.2,41.4,44.7,,,,,36.7,30.7,22.3,85.1,26.5,,73.7,21.4,212.0,80.0,8.7,57.6,17.0,,,,,,90.0,,,2.0,,,54.0,3.0,67.0,4.0,43.0,3.0,53.0,3.0,64.0,4.0,66.5,66.7,3.0,55.0,2.0,55.0,,,5.0,39.0,13.9,54.0,94.7,76.8,31,40,,,5,35,,Illinois,Tilden Career Communty Academy HS,150162990250044,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8262411347517731,0.43617021276595747,,0.04609929078014184,0.5,0.3404255319148936,0.09219858156028368,,0.02127659574468085,12.26,282,5-Title I schoolwide school,IL-15-016-2990-25-1501629900044,IL-15-016-2990-25,No,233,159,123,–,13,141,96,26,–,6,282,23,12.26,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250536,Richards Career Academy High School- City of Chicago SD 299,Richards Career Academy High School,City of Chicago SD 299,6889,High School,6827,15,CPS,2023,ISI/RNA,CPS,150162990250536,170993000718.0,15.0,School,Richards Career Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Intensive,275.0,,41.8,52.7,,,,4.4,26.2,24.0,37.1,95.3,45.1,,76.1,22.1,314.0,89.5,8.4,68.8,21.6,2.9,,,,,73.1,,,2.0,,,62.0,4.0,47.0,3.0,44.0,3.0,48.0,3.0,47.0,3.0,72.2,76.5,0.0,70.0,0.0,70.0,,,1.0,46.0,2.3,65.0,82.3,78.8,71,125,,,53,72,,Illinois,Richards Career Academy HS,150162990250536,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8645533141210374,0.4610951008645533,0.002881844380403458,,0.6455331412103746,0.3112391930835735,0.011527377521613832,,0.02881844380403458,15.42,347,5-Title I schoolwide school,IL-15-016-2990-25-1501629900536,IL-15-016-2990-25,No,300,187,160,1,–,224,108,4,–,10,347,22.5,15.42,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250545,Clemente Community Academy High School- City of Chicago SD 299,Clemente Community Academy High School,City of Chicago SD 299,6894,High School,6827,15,CPS,2023,CSI/NA,CPS,150162990250545,170993001086.0,15.0,School,Clemente Community Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,,Comprehensive,591.0,3.0,34.7,59.7,,,,,36.7,27.9,22.3,90.7,19.1,,74.6,26.9,692.0,89.2,5.8,75.6,25.5,2.0,,,,,85.7,,,4.0,,,18.0,1.0,21.0,2.0,36.0,2.0,39.0,2.0,52.0,3.0,59.6,65.3,6.0,154.0,4.0,152.0,,,24.0,141.0,17.0,118.0,90.1,79.9,166,404,,,190,214,,Illinois,Clemente Community Academy HS,150162990250545,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8492597577388964,0.4737550471063257,0.006729475100942127,0.006729475100942127,0.6352624495289367,0.3082099596231494,0.033647375504710635,0.0026917900403768506,0.006729475100942127,13.04,743,5-Title I schoolwide school,IL-15-016-2990-25-1501629900545,IL-15-016-2990-25,No,631,391,352,5,5,472,229,25,2,5,743,57,13.04,High,9th Grade,12th Grade,15,7.0,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
